id,brand,price,start_time,start_day,end_time,end_day,trip_time,take_place,destination,hand_luggage,checked_baggage,crawl_date
VJ-1602,VietJet Air,890.845 VND,10:50,10 thg 6,11:50,10 thg 6,1h 0m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 7 kg,Hành lý 0 kg,07-06-2026
VJ-600,VietJet Air,890.845 VND,14:35,10 thg 6,15:35,10 thg 6,1h 0m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 7 kg,Hành lý 0 kg,07-06-2026
VN-8346,Vietnam Airlines,1.330.870 VND,17:35,10 thg 6,19:00,10 thg 6,1h 25m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 1 x 10 kg,Hành lý 23 kg,07-06-2026
VN-1350,Vietnam Airlines,1.447.000 VND,20:10,10 thg 6,21:15,10 thg 6,1h 5m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 1 x 10 kg,Hành lý 1 x 23 kg,07-06-2026
VN-1342,Vietnam Airlines,1.552.000 VND,09:05,10 thg 6,10:10,10 thg 6,1h 5m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 1 x 10 kg,Hành lý 1 x 23 kg,07-06-2026
VN-7340,Vietnam Airlines,1.552.000 VND,12:30,10 thg 6,13:35,10 thg 6,1h 5m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 1 x 10 kg,Hành lý 1 x 23 kg,07-06-2026
VN-1344,Vietnam Airlines,1.771.684 VND,13:05,10 thg 6,14:05,10 thg 6,1h 0m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 1 x 10 kg,Hành lý 23 kg,07-06-2026
VJ-1602,VietJet Air,890.845 VND,10:50,10 thg 6,11:50,10 thg 6,1h 0m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 7 kg,Hành lý 0 kg,07-06-2026
VJ-600,VietJet Air,890.845 VND,14:35,10 thg 6,15:35,10 thg 6,1h 0m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 7 kg,Hành lý 0 kg,07-06-2026
VN-8346,Vietnam Airlines,1.330.870 VND,17:35,10 thg 6,19:00,10 thg 6,1h 25m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 1 x 10 kg,Hành lý 23 kg,07-06-2026
VN-1350,Vietnam Airlines,1.447.000 VND,20:10,10 thg 6,21:15,10 thg 6,1h 5m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 1 x 10 kg,Hành lý 1 x 23 kg,07-06-2026
VN-1342,Vietnam Airlines,1.552.000 VND,09:05,10 thg 6,10:10,10 thg 6,1h 5m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 1 x 10 kg,Hành lý 1 x 23 kg,07-06-2026
VN-7340,Vietnam Airlines,1.552.000 VND,12:30,10 thg 6,13:35,10 thg 6,1h 5m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 1 x 10 kg,Hành lý 1 x 23 kg,07-06-2026
VN-1344,Vietnam Airlines,1.771.684 VND,13:05,10 thg 6,14:05,10 thg 6,1h 0m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 1 x 10 kg,Hành lý 23 kg,07-06-2026
VJ-1602,VietJet Air,887.321 VND,10:50,10 thg 6,11:50,10 thg 6,1h 0m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,08-06-2026
VJ-600,VietJet Air,1.113.232 VND,14:35,10 thg 6,15:35,10 thg 6,1h 0m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,08-06-2026
VN-8346,Vietnam Airlines,1.343.883 VND,17:35,10 thg 6,19:00,10 thg 6,1h 25m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,08-06-2026
VN-7340,Vietnam Airlines,1.521.874 VND,12:30,10 thg 6,13:35,10 thg 6,1h 5m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,08-06-2026
VN-1350,Vietnam Airlines,1.521.874 VND,20:10,10 thg 6,21:15,10 thg 6,1h 5m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,08-06-2026
VN-1340,Vietnam Airlines,1.591.385 VND,07:05,10 thg 6,08:05,10 thg 6,1h 0m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,08-06-2026
VN-1342,Vietnam Airlines,1.615.345 VND,09:05,10 thg 6,10:10,10 thg 6,1h 5m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,08-06-2026
VN-1344,Vietnam Airlines,1.759.371 VND,13:05,10 thg 6,14:05,10 thg 6,1h 0m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,08-06-2026
VJ-1602,VietJet Air,921.285 VND,10:50,10 thg 6,11:50,10 thg 6,1h 0m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VJ-600,VietJet Air,1.152.000 VND,14:35,10 thg 6,15:35,10 thg 6,1h 0m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 7 kg,Hành lý xách tay 7 kg,09-06-2026
VN-8346,Vietnam Airlines,1.348.600 VND,17:35,10 thg 6,19:00,10 thg 6,1h 25m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026
VN-7340,Vietnam Airlines,1.547.000 VND,12:30,10 thg 6,13:35,10 thg 6,1h 5m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026
VN-1350,Vietnam Airlines,1.547.000 VND,20:10,10 thg 6,21:15,10 thg 6,1h 5m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026
VN-1340,Vietnam Airlines,1.592.292 VND,07:05,10 thg 6,08:05,10 thg 6,1h 0m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026
VN-1342,Vietnam Airlines,1.635.000 VND,09:05,10 thg 6,10:10,10 thg 6,1h 5m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026
VN-1344,Vietnam Airlines,1.785.000 VND,13:05,10 thg 6,14:05,10 thg 6,1h 0m,TP HCM (SGN),Nha Trang (CXR),Hành lý xách tay 1 x 10 kg,Hành lý xách tay 1 x 10 kg,09-06-2026
VJ-620,VietJet Air,1.202.000 VND,05:00,10 thg 6,06:20,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý 0 kg,07-06-2026
VJ-646,VietJet Air,1.202.000 VND,20:40,10 thg 6,22:00,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý 0 kg,07-06-2026
VJ-652,VietJet Air,1.202.000 VND,21:10,10 thg 6,22:30,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý 0 kg,07-06-2026
VJ-622,VietJet Air,1.354.570 VND,05:20,10 thg 6,06:40,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý 1 x 20 kg,07-06-2026
VJ-644,VietJet Air,1.354.570 VND,19:20,10 thg 6,20:40,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý 1 x 20 kg,07-06-2026
VJ-648,VietJet Air,1.354.570 VND,20:00,10 thg 6,21:20,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý 1 x 20 kg,07-06-2026
9G-988,SUN PhuQuoc AIRWAYS,1.381.050 VND,20:20,10 thg 6,21:45,10 thg 6,1h 25m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý 1 x 23 kg,07-06-2026
QH-154,Bamboo Airways,1.421.640 VND,10:05,10 thg 6,11:30,10 thg 6,1h 25m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý 0 kg,07-06-2026
VN-7104,Vietnam Airlines,1.431.000 VND,04:55,10 thg 6,06:15,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 1 x 23 kg,07-06-2026
VN-7144,Vietnam Airlines,1.431.000 VND,05:05,10 thg 6,06:25,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 1 x 23 kg,07-06-2026
VN-7042,Vietnam Airlines,1.431.000 VND,22:55,10 thg 6,00:15,11 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 1 x 23 kg,07-06-2026
VN-7112,Vietnam Airlines,1.431.000 VND,23:35,10 thg 6,00:55,11 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 1 x 23 kg,07-06-2026
9G-972,SUN PhuQuoc AIRWAYS,1.463.444 VND,15:05,10 thg 6,16:30,10 thg 6,1h 25m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý 1 x 23 kg,07-06-2026
VU-672,Vietravel Airlines,1.480.998 VND,09:00,10 thg 6,10:25,10 thg 6,1h 25m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý 0 kg,07-06-2026
VN-7126,Vietnam Airlines,1.495.000 VND,19:50,10 thg 6,21:10,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 23 kg,07-06-2026
VJ-628,VietJet Air,1.497.558 VND,07:05,10 thg 6,08:25,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý 1 x 20 kg,07-06-2026
VJ-636,VietJet Air,1.497.558 VND,13:00,10 thg 6,14:20,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý 1 x 20 kg,07-06-2026
VJ-638,VietJet Air,1.497.558 VND,13:30,10 thg 6,14:50,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý 1 x 20 kg,07-06-2026
VJ-640,VietJet Air,1.497.558 VND,15:10,10 thg 6,16:30,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý 1 x 20 kg,07-06-2026
VJ-642,VietJet Air,1.497.558 VND,18:30,10 thg 6,19:50,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý 1 x 20 kg,07-06-2026
VN-148,Vietnam Airlines,1.502.561 VND,21:00,10 thg 6,22:15,10 thg 6,1h 15m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 23 kg,07-06-2026
VN-7126,Vietnam Airlines,1.502.561 VND,19:50,10 thg 6,21:10,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 23 kg,07-06-2026
VJ-632,VietJet Air,1.596.833 VND,07:30,10 thg 6,08:50,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý 1 x 20 kg,07-06-2026
VJ-630,VietJet Air,1.596.833 VND,09:00,10 thg 6,10:20,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý 1 x 20 kg,07-06-2026
9G-956,SUN PhuQuoc AIRWAYS,1.600.830 VND,07:05,10 thg 6,08:30,10 thg 6,1h 25m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý 1 x 23 kg,07-06-2026
VN-7046,Vietnam Airlines,1.652.000 VND,16:55,10 thg 6,18:15,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 23 kg,07-06-2026
VN-7124,Vietnam Airlines,1.652.000 VND,18:10,10 thg 6,19:30,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 23 kg,07-06-2026
VN-140,Vietnam Airlines,1.655.029 VND,16:45,10 thg 6,18:05,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 23 kg,07-06-2026
VN-142,Vietnam Airlines,1.655.029 VND,19:10,10 thg 6,20:30,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 23 kg,07-06-2026
VN-146,Vietnam Airlines,1.655.029 VND,19:35,10 thg 6,21:00,10 thg 6,1h 25m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 23 kg,07-06-2026
VN-106,Vietnam Airlines,1.705.000 VND,05:45,10 thg 6,07:05,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 1 x 23 kg,07-06-2026
VN-7146,Vietnam Airlines,1.779.584 VND,21:20,10 thg 6,22:40,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 23 kg,07-06-2026
VN-7136,Vietnam Airlines,1.779.584 VND,22:15,10 thg 6,23:35,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 23 kg,07-06-2026
VN-7140,Vietnam Airlines,1.779.584 VND,22:25,10 thg 6,23:45,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 23 kg,07-06-2026
VN-7116,Vietnam Airlines,1.787.484 VND,13:45,10 thg 6,15:05,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 23 kg,07-06-2026
VN-134,Vietnam Airlines,1.787.484 VND,15:30,10 thg 6,16:50,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 23 kg,07-06-2026
VN-136,Vietnam Airlines,1.787.484 VND,16:00,10 thg 6,17:20,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 23 kg,07-06-2026
VN-6036,Vietnam Airlines,1.787.484 VND,11:45,10 thg 6,13:15,10 thg 6,1h 30m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 23 kg,07-06-2026
VN-104,Vietnam Airlines,1.939.689 VND,06:30,10 thg 6,07:50,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 23 kg,07-06-2026
VN-110,Vietnam Airlines,1.939.689 VND,06:45,10 thg 6,08:05,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 23 kg,07-06-2026
VN-132,Vietnam Airlines,1.939.689 VND,13:25,10 thg 6,14:45,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 23 kg,07-06-2026
VJ-634,VietJet Air,2.152.723 VND,10:45,10 thg 6,12:05,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 7 kg,Hành lý 1 x 20 kg,07-06-2026
VN-126,Vietnam Airlines,2.351.000 VND,11:00,10 thg 6,12:20,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 1 x 23 kg,07-06-2026
VJ-620,VietJet Air,2.705.274 VND,05:00,10 thg 6,06:20,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 10 kg,Hành lý 30 kg,07-06-2026
VJ-622,VietJet Air,2.705.274 VND,05:20,10 thg 6,06:40,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 10 kg,Hành lý 30 kg,07-06-2026
VJ-628,VietJet Air,2.705.274 VND,07:05,10 thg 6,08:25,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 10 kg,Hành lý 30 kg,07-06-2026
VJ-632,VietJet Air,2.705.274 VND,07:30,10 thg 6,08:50,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 10 kg,Hành lý 30 kg,07-06-2026
VJ-630,VietJet Air,2.705.274 VND,09:00,10 thg 6,10:20,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 10 kg,Hành lý 30 kg,07-06-2026
VJ-636,VietJet Air,2.705.274 VND,13:00,10 thg 6,14:20,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 10 kg,Hành lý 30 kg,07-06-2026
VJ-638,VietJet Air,2.705.274 VND,13:30,10 thg 6,14:50,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 10 kg,Hành lý 30 kg,07-06-2026
VJ-640,VietJet Air,2.705.274 VND,15:10,10 thg 6,16:30,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 10 kg,Hành lý 30 kg,07-06-2026
VJ-642,VietJet Air,2.705.274 VND,18:30,10 thg 6,19:50,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 10 kg,Hành lý 30 kg,07-06-2026
VJ-644,VietJet Air,2.705.274 VND,19:20,10 thg 6,20:40,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 10 kg,Hành lý 30 kg,07-06-2026
VJ-648,VietJet Air,2.705.274 VND,20:00,10 thg 6,21:20,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 10 kg,Hành lý 30 kg,07-06-2026
VJ-646,VietJet Air,2.705.274 VND,20:40,10 thg 6,22:00,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 10 kg,Hành lý 30 kg,07-06-2026
VJ-652,VietJet Air,2.705.274 VND,21:10,10 thg 6,22:30,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 10 kg,Hành lý 30 kg,07-06-2026
VJ-650,VietJet Air,2.705.274 VND,21:50,10 thg 6,23:10,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 10 kg,Hành lý 30 kg,07-06-2026
VN-148,Vietnam Airlines,2.715.000 VND,21:00,10 thg 6,22:15,10 thg 6,1h 15m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 32 kg,07-06-2026
VN-7104,Vietnam Airlines,2.715.000 VND,04:55,10 thg 6,06:15,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 32 kg,07-06-2026
VN-7144,Vietnam Airlines,2.715.000 VND,05:05,10 thg 6,06:25,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 32 kg,07-06-2026
VN-106,Vietnam Airlines,2.715.000 VND,05:45,10 thg 6,07:05,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 32 kg,07-06-2026
VN-104,Vietnam Airlines,2.715.000 VND,06:30,10 thg 6,07:50,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 32 kg,07-06-2026
VN-110,Vietnam Airlines,2.715.000 VND,06:45,10 thg 6,08:05,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 32 kg,07-06-2026
VN-132,Vietnam Airlines,2.715.000 VND,13:25,10 thg 6,14:45,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 32 kg,07-06-2026
VN-7116,Vietnam Airlines,2.715.000 VND,13:45,10 thg 6,15:05,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 32 kg,07-06-2026
VN-136,Vietnam Airlines,2.715.000 VND,16:00,10 thg 6,17:20,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 32 kg,07-06-2026
VN-140,Vietnam Airlines,2.715.000 VND,16:45,10 thg 6,18:05,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 32 kg,07-06-2026
VN-7046,Vietnam Airlines,2.715.000 VND,16:55,10 thg 6,18:15,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 32 kg,07-06-2026
VN-7124,Vietnam Airlines,2.715.000 VND,18:10,10 thg 6,19:30,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 32 kg,07-06-2026
VN-142,Vietnam Airlines,2.715.000 VND,19:10,10 thg 6,20:30,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 32 kg,07-06-2026
VN-7126,Vietnam Airlines,2.715.000 VND,19:50,10 thg 6,21:10,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 32 kg,07-06-2026
VN-7126,Vietnam Airlines,2.715.000 VND,19:50,10 thg 6,21:10,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 32 kg,07-06-2026
VN-7042,Vietnam Airlines,2.715.000 VND,22:55,10 thg 6,00:15,11 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 32 kg,07-06-2026
VN-7112,Vietnam Airlines,2.715.000 VND,23:35,10 thg 6,00:55,11 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 32 kg,07-06-2026
VN-146,Vietnam Airlines,2.715.000 VND,19:35,10 thg 6,21:00,10 thg 6,1h 25m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 32 kg,07-06-2026
VN-6036,Vietnam Airlines,2.715.000 VND,11:45,10 thg 6,13:15,10 thg 6,1h 30m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 32 kg,07-06-2026
VN-126,Vietnam Airlines,3.363.000 VND,11:00,10 thg 6,12:20,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 1 x 32 kg,07-06-2026
VN-134,Vietnam Airlines,3.363.000 VND,15:30,10 thg 6,16:50,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 10 kg,Hành lý 32 kg,07-06-2026
VN-148,Vietnam Airlines,3.916.000 VND,21:00,10 thg 6,22:15,10 thg 6,1h 15m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 18 kg,Hành lý 32 kg,07-06-2026
VN-7104,Vietnam Airlines,3.916.000 VND,04:55,10 thg 6,06:15,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 18 kg,Hành lý 32 kg,07-06-2026
VN-7144,Vietnam Airlines,3.916.000 VND,05:05,10 thg 6,06:25,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 18 kg,Hành lý 32 kg,07-06-2026
VN-106,Vietnam Airlines,3.916.000 VND,05:45,10 thg 6,07:05,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 18 kg,Hành lý 32 kg,07-06-2026
VN-104,Vietnam Airlines,3.916.000 VND,06:30,10 thg 6,07:50,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 18 kg,Hành lý 32 kg,07-06-2026
VN-110,Vietnam Airlines,3.916.000 VND,06:45,10 thg 6,08:05,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 18 kg,Hành lý 32 kg,07-06-2026
VN-136,Vietnam Airlines,3.916.000 VND,16:00,10 thg 6,17:20,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 18 kg,Hành lý 32 kg,07-06-2026
VN-140,Vietnam Airlines,3.916.000 VND,16:45,10 thg 6,18:05,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 18 kg,Hành lý 32 kg,07-06-2026
VN-7046,Vietnam Airlines,3.916.000 VND,16:55,10 thg 6,18:15,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 18 kg,Hành lý 32 kg,07-06-2026
VN-7124,Vietnam Airlines,3.916.000 VND,18:10,10 thg 6,19:30,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 18 kg,Hành lý 32 kg,07-06-2026
VN-7126,Vietnam Airlines,3.916.000 VND,19:50,10 thg 6,21:10,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 18 kg,Hành lý 32 kg,07-06-2026
VN-7126,Vietnam Airlines,3.916.000 VND,19:50,10 thg 6,21:10,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 18 kg,Hành lý 32 kg,07-06-2026
VN-7042,Vietnam Airlines,3.916.000 VND,22:55,10 thg 6,00:15,11 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 18 kg,Hành lý 32 kg,07-06-2026
VN-7112,Vietnam Airlines,3.916.000 VND,23:35,10 thg 6,00:55,11 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 18 kg,Hành lý 32 kg,07-06-2026
VN-146,Vietnam Airlines,3.916.000 VND,19:35,10 thg 6,21:00,10 thg 6,1h 25m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 18 kg,Hành lý 32 kg,07-06-2026
VN-126,Vietnam Airlines,4.294.000 VND,11:00,10 thg 6,12:20,10 thg 6,1h 20m,TP HCM (SGN),Đà Nẵng (DAD),Hành lý xách tay 1 x 18 kg,Hành lý 32 kg,07-06-2026
